update,total_steps,actor_loss,critic_loss,entropy,total_loss,clip_fraction,grad_norm,explained_variance,approx_kl,lr,mean_reward,success_rate,completed_episodes
56,114688,0.002879122257581912,32.01764767449349,1.8439927726984024,16.009858910087495,0.34755859375,42.66794676482677,0.97490406,0.031006175925722346,0.0003,-177.11158686543024,0.0,13
57,116736,-0.0071532839720021,10.340050494484604,1.8338814064860345,5.161038110498339,0.4189453125,15.273018141835928,0.9886608,0.04239958063699305,0.0003,-198.90729703586484,0.0,14
58,118784,-0.006240060870186426,33.147226084396245,1.8140236556529998,16.565558968484403,0.26455078125,43.348212318122386,0.97462744,0.019169979191792662,0.0003,-172.36441282097806,7.142857142857142,14
59,120832,-0.007588162185857073,23.5716064857319,1.7955201271921397,11.776419606152922,0.24501953125,51.669397589564326,0.978354,0.020498364778177347,0.0003,-185.24610087773738,0.0,13
60,122880,-0.006674986056168564,46.141019615530965,1.7928506076335906,23.062041878327726,0.217724609375,81.93904381990433,0.92340475,0.015288580500055104,0.0003,-173.426452851245,13.333333333333334,15
61,124928,-0.011074849544093013,21.120261351019145,1.791857212409377,10.547263934835792,0.293359375,38.5849608078599,0.9726676,0.023269404370512347,0.0003,-152.49514730181468,7.142857142857142,14
62,126976,-0.009610447543673217,20.72906271368265,1.7809925518929959,10.353139967843891,0.28681640625,45.21342635452747,0.96228886,0.02275038102088729,0.0003,-165.63801504340157,7.142857142857142,14
63,129024,-0.002384707040619105,13.783836193010211,1.769455449655652,6.887763911858201,0.342431640625,20.51732273697853,0.97336674,0.030964689605752937,0.0003,-129.25473368612438,0.0,13
64,131072,-0.002492572367191315,14.472998225316406,1.7667351171374321,7.232239799015224,0.24873046875,30.552978575229645,0.9505239,0.018851703981636093,0.0003,-164.73058656221832,7.142857142857142,14
65,133120,-0.003566061952733435,12.046474771760405,1.7641622979193925,6.017907181475311,0.2796875,35.475915275514126,0.94657934,0.023843742288590875,0.0003,-189.73042716509812,0.0,14
66,135168,-0.0031148502544965594,13.034250569343566,1.75318015627563,6.512257271818816,0.2861328125,26.59692781418562,0.96062386,0.02466216676548356,0.0003,-157.13597532038642,7.142857142857142,14
67,137216,-0.008587212991551496,32.824720445275304,1.748025980591774,16.402024867758154,0.2255859375,47.49578954577446,0.9144716,0.016346477816114202,0.0003,-167.17740186410796,21.428571428571427,14
68,139264,-0.01116216840746347,16.650423311814667,1.7470988970249892,8.31230235863477,0.261767578125,46.823186692595485,0.9597585,0.02045759699685732,0.0003,-185.7549150594546,13.333333333333334,15
69,141312,0.0015204026887658984,13.970167250931263,1.720064239576459,6.984883977659047,0.255224609375,36.12957271635533,0.97023666,0.022241730298264883,0.0003,-159.73982956229318,0.0,14
70,143360,-0.007377561519388109,19.442041255533695,1.6851844672113656,9.711957883834838,0.243994140625,39.84085068106651,0.9564849,0.018783148037618956,0.0003,-157.3668127992142,20.0,15
71,145408,-0.002964106618310325,13.65383774396032,1.6676772359758616,6.822287110611796,0.3283203125,34.6272421091795,0.96176356,0.027549855614779517,0.0003,-153.1651720635999,13.333333333333334,15
72,147456,-0.0065147051063831896,20.764003875851632,1.6625762768089771,10.373824669793247,0.227880859375,56.70944483280182,0.97501415,0.017701645151828416,0.0003,-175.87214866866296,14.285714285714285,14
73,149504,-0.0005969713878585025,17.351083600521086,1.6519117943942547,8.673292895779014,0.233544921875,48.63137046098709,0.9864431,0.019850553208380008,0.0003,-211.43220472805308,6.666666666666667,15
74,151552,0.0014441780745983123,18.545381287485363,1.6539950601756572,9.272480836696923,0.2302734375,46.768033403158185,0.98368895,0.018794966273708268,0.0003,-186.82647608339218,13.333333333333334,15
75,153600,-0.000735608849208802,18.103322587162257,1.6603040602058172,9.049265440553427,0.243994140625,41.13179222345352,0.9896411,0.0198382030823268,0.0003,-184.70174385599867,14.285714285714285,14
76,155648,-0.0033620510323089546,25.094172708690166,1.6610716968774795,12.54206323325634,0.302978515625,37.22859295904637,0.98533237,0.028531945985741915,0.0003,-148.155624963455,26.666666666666668,15
77,157696,-0.004004777163208928,24.564785797521473,1.6702374033629894,12.276717910170555,0.3396484375,41.93480193465948,0.9863363,0.031123494378698525,0.0003,-197.4446174344315,13.333333333333334,15
78,159744,-0.009420205981587059,26.565357010439037,1.6657285802066326,13.271592648141086,0.366552734375,34.787823528051376,0.9879568,0.03335374703310663,0.0003,-159.51288435261813,20.0,15
79,161792,-0.006604907062137499,37.151177579164504,1.65107863843441,18.56733276527375,0.35546875,33.933183662593365,0.9812571,0.030820701429911425,0.0003,-130.44134305820708,13.333333333333334,15
80,163840,-0.007667000778019429,30.014831548556685,1.6212244741618633,14.998127636313438,0.3634765625,25.65301005989313,0.9840642,0.03153412338579074,0.0003,-118.94975641359235,31.25,16
81,165888,-0.0038033862918382512,58.56256292425096,1.5924064066261052,29.275885743275285,0.366796875,32.53468972593546,0.96982104,0.03222682300547604,0.0003,-104.71214670443726,44.44444444444444,18
82,167936,-0.004650153775583021,18.7295923743397,1.5749939415603875,9.358570929244161,0.373193359375,20.31990718245506,0.9827076,0.03367818969709333,0.0003,-109.2744395687888,20.0,15
83,169984,-0.0021061467472463847,21.89321922212839,1.5674441643059254,10.942936045303941,0.3060546875,23.781447789072992,0.9735342,0.02806570067477878,0.0003,-106.98384185287196,13.333333333333334,15
84,172032,-0.011491610881057568,26.819103058427572,1.5621745269745588,13.396497698128224,0.269091796875,31.833253276348113,0.9738032,0.01924950800894294,0.0003,-85.56624204220705,33.33333333333333,18
85,174080,-0.007050805495237,31.47737889289856,1.5528271153569222,15.730085794068874,0.31396484375,26.087305821478367,0.96891516,0.024485841582645662,0.0003,-83.17449118282069,47.05882352941176,17
86,176128,-0.011019023178960197,19.563380618020894,1.5488462515175343,9.769122425653041,0.4,19.703885006159545,0.97234213,0.04342752625816502,0.0003,-84.8960165167678,35.294117647058826,17
87,178176,-0.0015229395910864695,23.623644143715502,1.532428066805005,11.808766642212868,0.27314453125,25.896938091516496,0.9601872,0.02343735770264175,0.0003,-91.99305298385873,25.0,16
88,180224,-0.0067245521728182215,28.94996993690729,1.5160258438438177,14.466744339093566,0.261376953125,26.797784559428692,0.930755,0.020180247011012398,0.0003,-97.8358668970204,20.0,15
89,182272,-0.005650537469773553,48.67830565273762,1.510247527807951,24.33199212998152,0.25712890625,34.657899567484854,0.86977553,0.020086074285791254,0.0003,-83.35575808308386,43.75,16
90,184320,-0.00730713594093686,35.96379946321249,1.4961716566234826,17.973096415400505,0.293359375,27.06422654688358,0.9016527,0.023568431864259765,0.0003,-71.10132897635779,65.0,20
91,186368,-0.007652455422794446,33.28415870219469,1.4942661374807358,16.63293257728219,0.263525390625,32.45198397934437,0.91050076,0.020518269171589054,0.0003,-62.199618968386766,80.0,20
92,188416,-0.006678185713826679,25.937173905968667,1.50078499391675,12.960408034548163,0.2751953125,27.431634512543678,0.9089097,0.023516040376853196,0.0003,-69.44418054598408,68.42105263157895,19
93,190464,-0.005495381701621227,21.755404322594405,1.505496608838439,10.870701238885522,0.245361328125,29.873639261722566,0.9014196,0.018744908564258367,0.0003,-60.04920983707584,69.56521739130434,23
94,192512,-0.011022797098848968,18.197450279444457,1.5250471137464046,9.086177280917763,0.323046875,23.622478184103965,0.9081464,0.027280108025297522,0.0003,-67.38338526547345,60.0,20
95,194560,-0.013356617518002167,18.69982924759388,1.5125069983303547,9.335045487433671,0.31142578125,27.13451701104641,0.88844466,0.025196723366389052,0.0003,-48.14083985975373,85.18518518518519,27
96,196608,-0.008481681009288877,16.960663134604694,1.4947657845914364,8.470355099067092,0.372705078125,19.531198777258396,0.8825007,0.037388013652525844,0.0003,-49.75736611976049,96.0,25
97,198656,-0.0029133716190699486,16.150237781181932,1.5143754821270705,8.070691148750484,0.39501953125,17.498801408708097,0.8916492,0.04072232429170981,0.0003,-46.04314580926953,96.55172413793103,29
98,200704,-0.007989848111174069,13.165663573890924,1.5235206056386232,6.573318439908325,0.340087890625,15.676383408904076,0.89074475,0.02940844527329318,0.0003,-57.40542992893893,75.0,24
99,202752,-0.001361853108392097,11.804920265451074,1.49616882763803,5.899602097366005,0.340380859375,13.940953347086907,0.89216745,0.030852474010316655,0.0003,-46.836472912516236,82.75862068965517,29
100,204800,-0.006148854226921685,9.848386207595468,1.4968068219721318,4.916547436220571,0.392431640625,12.431741955131292,0.88476425,0.03625246039155172,0.0003,-63.92804232799934,57.14285714285714,21
101,206848,-0.010756478243274614,14.245092727988958,1.4904256336390973,7.110299472138285,0.2958984375,16.068113479018212,0.8849555,0.023772623535478488,0.0003,-42.94955070733015,100.0,31
102,208896,0.000858471664832905,11.67688180077821,1.4719199873507023,5.837827434577048,0.360791015625,15.742817421257495,0.89762694,0.03664217518235091,0.0003,-36.13853190341817,100.0,37
103,210944,-0.004602742404676974,12.95270071476698,1.459155235439539,6.4702884631231425,0.378662109375,14.377331387996673,0.8777462,0.03703148387139663,0.0003,-38.76740129998583,100.0,34
104,212992,0.0019462620402919129,13.81339508779347,1.4299566488713027,6.907213852461427,0.433740234375,12.392294082045556,0.8872436,0.05524305400904268,0.0003,-38.97970432665979,100.0,38
105,215040,-0.0038592867116676644,12.705992678087204,1.401426811516285,6.347735624480992,0.36611328125,11.865430434793234,0.88722634,0.03530849913950078,0.0003,-39.78328251051997,100.0,35
106,217088,0.0039976794098038225,11.119550674594938,1.375833835452795,5.562397203687579,0.401904296875,11.773176434636117,0.89436203,0.0497078279760899,0.0003,-38.18132440814516,100.0,37
107,219136,-7.191457698354497e-05,11.196909933537246,1.3511354681104422,5.597031922731548,0.364208984375,12.774286142736674,0.8888492,0.04016142009932082,0.0003,-41.35944589544427,94.11764705882352,34
108,221184,-0.0010070489079225808,9.202637768536807,1.3491586536169051,4.598962688352913,0.397119140625,11.82108469605446,0.895921,0.03970299384673126,0.0003,-31.522958794398956,100.0,39
109,223232,-0.0014523781865136698,10.28974332269281,1.3591229788959027,5.142060137819499,0.3669921875,12.350055260956287,0.89070946,0.03720398712903261,0.0003,-33.278200936985456,100.0,41
110,225280,-0.0026163883187109603,9.926840526238085,1.3446146331727504,4.9594592454843225,0.388134765625,12.277421189844608,0.89998657,0.03953059307241347,0.0003,-34.85660945158314,100.0,41
111,227328,0.0023472839122405274,9.978174426127225,1.3363427307456732,4.990098164556548,0.41005859375,10.744211745262145,0.8969427,0.044846254528965804,0.0003,-35.54801774839029,100.0,39
112,229376,0.0019155356101691722,9.865621794387698,1.330186228826642,4.933396250428632,0.404541015625,10.809469188749791,0.89357674,0.04429561901197303,0.0003,-32.30671252990832,100.0,42
113,231424,0.0016820702207041905,9.151433731801808,1.3053649798035623,4.576093580387533,0.392822265625,10.563029880821706,0.8994499,0.04470838763518259,0.0003,-32.79595746121747,100.0,41
114,233472,-0.0002548144315369427,9.730507739819586,1.2610168546438216,4.863738043466583,0.399853515625,10.173323848843575,0.8960575,0.04262329481425695,0.0003,-31.620645066725697,100.0,43
115,235520,0.009255880472483113,9.450691200979055,1.2425205506384374,4.733358969679102,0.3533203125,11.20342827513814,0.90003145,0.036400400113780054,0.0003,-33.8291521976396,100.0,41
116,237568,-0.005184842139715329,8.83592655202374,1.218002324178815,4.411560446489602,0.36689453125,10.911279416829348,0.9086431,0.03640560471394565,0.0003,-34.17098214737197,100.0,44
117,239616,-0.0006392225550371222,9.533889270946384,1.199424382671714,4.765106000285596,0.359814453125,10.424726814031601,0.8919737,0.03753985456423834,0.0003,-32.80415260361375,100.0,40
118,241664,0.0007766878959955647,10.218134081922472,1.1570097606629133,5.1086867256090045,0.368408203125,11.48571798503399,0.89575523,0.040680915233679116,0.0003,-34.8600074255005,100.0,41
119,243712,0.0012511066976003348,9.87783446405083,1.1093339182436466,4.939059016434475,0.36318359375,13.211222517490388,0.9029244,0.036108849325682965,0.0003,-35.99836049553005,100.0,41
120,245760,0.004277837433619425,8.727855541510507,1.0862454727292061,4.3671193594113,0.37529296875,12.520221775770187,0.90731084,0.04385458906763233,0.0003,-32.92890416250438,100.0,41
121,247808,0.004720618412829935,8.7619988899678,1.085475567355752,4.384634579718113,0.399951171875,11.260546718537807,0.9009408,0.042481587137444876,0.0003,-31.542512655519765,100.0,43
122,249856,0.003989492956316098,9.092678129207343,1.0547020819038153,4.549273856868967,0.362353515625,11.01843856871128,0.8974619,0.037674989688093775,0.0003,-32.867130646632354,100.0,42
122,250052,-0.005046994012081996,8.659878756664693,1.021334758028388,4.323871054826304,0.41875,10.564352276176214,0.9017169,0.045721909310668704,0.0003,-31.057644552222918,100.0,5
