Episode,Gesture,Reward,Success,Steps,Final Pose Error,Hold Duration,Safety Violation
55,OPEN_STOP,-498.71114464204754,0.0,150,1.368471622467041,0,0
56,OPEN_STOP,-517.4812105685937,0.0,150,1.4142135381698608,0,0
57,THUMBS_DOWN,-608.2851965548659,0.0,150,0.012695491313934326,0,0
58,THUMBS_UP,-439.7970252988488,0.0,150,0.011562585830688477,0,0
59,THUMBS_UP,-447.5140128622204,0.0,150,0.2111225724220276,0,0
60,THUMBS_UP,-474.7314040781558,0.0,150,0.055816650390625,0,0
61,THUMBS_UP,-419.4406402712896,0.0,150,0.023192571476101875,0,0
62,THUMBS_DOWN,-616.0695610169693,0.0,150,0.18152019381523132,0,0
63,THUMBS_UP,-474.3080557620155,0.0,150,0.11471390724182129,0,0
64,OPEN_STOP,-536.3833209181483,0.0,150,1.331616759300232,0,0
65,OPEN_STOP,-481.63079980217844,0.0,150,1.0882911682128906,0,0
66,THUMBS_UP,-427.7670777920634,0.0,150,4.881620407104492e-05,0,0
67,THUMBS_DOWN,-654.867986831295,0.0,150,0.22146838903427124,0,0
68,THUMBS_UP,-508.7730283531545,0.0,150,0.5424938201904297,0,0
69,THUMBS_UP,-507.681370430961,0.0,150,0.6842555999755859,0,0
70,THUMBS_UP,-522.1154732893405,0.0,150,0.7738407850265503,0,0
71,THUMBS_UP,-511.14387670891364,0.0,150,0.9476653933525085,0,0
72,OPEN_STOP,-501.68040020855136,0.0,150,1.3387036323547363,0,0
73,THUMBS_DOWN,-512.890120839607,0.0,150,0.013607029803097248,0,0
74,THUMBS_UP,-567.3563863555341,0.0,150,0.7362130880355835,0,0
75,OPEN_STOP,-465.0844737441371,0.0,150,1.1933461427688599,0,0
76,OPEN_STOP,-508.9161715029739,0.0,150,1.5099185705184937,0,0
77,OPEN_STOP,-467.7051180521726,0.0,150,1.0456693172454834,0,0
78,THUMBS_DOWN,-462.1958001677413,0.0,150,0.23404857516288757,0,0
79,THUMBS_DOWN,-492.5267926887276,0.0,150,0.07417774200439453,0,0
80,OPEN_STOP,-497.5284943952879,0.0,150,1.4447951316833496,0,0
81,THUMBS_UP,-548.2585504712534,0.0,150,0.9467911720275879,0,0
82,OPEN_STOP,-448.03795230669914,0.0,150,1.0176823139190674,0,0
83,THUMBS_UP,-401.0242666345601,0.0,150,0.30812501907348633,0,0
84,OPEN_STOP,-520.0126502261402,0.0,150,1.4834418296813965,0,0
85,THUMBS_DOWN,-502.2416830377325,0.0,150,0.02836814522743225,0,0
86,OPEN_STOP,-403.1544482322409,0.0,150,0.5908668041229248,0,0
87,THUMBS_UP,-428.8423992255795,0.0,150,0.5103206634521484,0,0
88,OPEN_STOP,-474.4775196135046,0.0,150,0.3190844655036926,0,0
89,OPEN_STOP,-529.8241294671362,0.0,150,1.1846712827682495,0,0
90,OPEN_STOP,-477.6015546647832,0.0,150,0.9928837418556213,0,0
91,THUMBS_DOWN,-503.7523877298075,0.0,150,0.0,0,0
92,THUMBS_DOWN,-552.6833555455507,0.0,150,0.0,0,0
93,THUMBS_DOWN,-437.9827889174828,0.0,150,0.052933573722839355,0,0
94,THUMBS_UP,-427.14808060396444,0.0,150,0.564900279045105,0,0
95,THUMBS_DOWN,-515.7702084608839,0.0,150,0.02908293902873993,0,0
96,OPEN_STOP,-465.2269995867089,0.0,150,0.8293527364730835,0,0
97,THUMBS_DOWN,-487.6184398713334,0.0,150,0.0,0,0
98,THUMBS_DOWN,-425.09900212040657,0.0,150,0.17286080121994019,0,0
99,THUMBS_DOWN,-499.2659222522938,0.0,150,0.0,0,0
100,THUMBS_DOWN,-441.26391910835633,0.0,150,0.0,0,0
101,OPEN_STOP,-494.7908884592168,0.0,150,0.9692438840866089,0,0
102,THUMBS_DOWN,-409.7658232409879,0.0,150,0.0,0,0
103,OPEN_STOP,-495.22074688321896,0.0,150,0.9912540316581726,0,0
104,THUMBS_DOWN,-439.1419211580792,0.0,150,0.026859521865844727,0,0
105,OPEN_STOP,-509.66581748453905,0.0,150,0.9275188446044922,0,0
106,THUMBS_UP,-485.0683025889099,0.0,150,0.5031384825706482,0,0
107,THUMBS_DOWN,-380.0634024791048,0.0,150,0.042962998151779175,0,0
108,OPEN_STOP,-550.721077322988,0.0,150,0.838333249092102,0,0
109,THUMBS_DOWN,-461.34176336098443,0.0,150,0.0,0,0
110,THUMBS_DOWN,-456.95012135904483,0.0,150,0.0,0,0
111,THUMBS_DOWN,-398.8802379850296,0.0,150,0.08502060920000076,0,0
112,THUMBS_DOWN,-426.73424970335316,0.0,150,0.0,0,0
113,THUMBS_DOWN,-473.3941782649897,0.0,150,0.010644534602761269,0,0
114,THUMBS_DOWN,-458.39112267692116,0.0,150,0.00585639663040638,0,0
115,THUMBS_DOWN,-449.35159809604517,0.0,150,0.024219095706939697,0,0
116,THUMBS_UP,-508.25645152182324,0.0,150,0.9536531567573547,0,0
117,THUMBS_DOWN,-430.3651514888183,0.0,150,0.0,0,0
118,THUMBS_DOWN,-358.10550808093507,0.0,150,0.3282119333744049,0,0
119,THUMBS_DOWN,-430.9668271289581,0.0,150,0.0,0,0
120,THUMBS_UP,-547.4073160719314,0.0,150,0.7161474227905273,0,0
121,THUMBS_DOWN,-411.81118044296267,0.0,150,0.026061484590172768,0,0
122,OPEN_STOP,-563.0340270292456,0.0,150,0.9588833451271057,0,0
123,OPEN_STOP,-506.91981101261445,0.0,150,0.8072603940963745,0,0
124,THUMBS_UP,-582.0831890614285,0.0,150,0.053707305341959,0,0
125,THUMBS_UP,-548.0411446611488,0.0,150,0.0,0,0
126,THUMBS_DOWN,-446.68941906178776,0.0,150,0.06902527809143066,0,0
127,OPEN_STOP,-585.4856511983648,0.0,150,0.9991142749786377,0,0
128,THUMBS_DOWN,-424.6616711485245,0.0,150,0.0,0,0
129,THUMBS_DOWN,-404.51645515395336,0.0,150,0.09106690436601639,0,0
130,THUMBS_UP,-556.8375525088422,0.0,150,0.027592042461037636,0,0
131,THUMBS_DOWN,-455.99409168750077,0.0,150,0.7648781538009644,0,0
132,OPEN_STOP,-528.2229291988244,0.0,150,0.7680078744888306,0,0
133,OPEN_STOP,-557.3625991467945,0.0,150,0.8873236775398254,0,0
134,THUMBS_UP,-550.0115321856305,0.0,150,0.0,0,0
135,OPEN_STOP,-567.389698967915,0.0,150,0.9700031280517578,0,0
136,OPEN_STOP,-581.6407986520605,0.0,150,0.7720603942871094,0,0
137,THUMBS_DOWN,-424.8864371466452,0.0,150,0.0,0,0
138,OPEN_STOP,-575.592175723724,0.0,150,0.9412575960159302,0,0
139,THUMBS_UP,-566.652506840153,0.0,150,0.0,0,0
140,OPEN_STOP,-556.3356275947762,0.0,150,0.960366427898407,0,0
141,OPEN_STOP,-526.8978171799706,0.0,150,1.0,0,0
142,THUMBS_DOWN,-359.8565186153539,0.0,150,0.04731477051973343,0,0
143,OPEN_STOP,-553.780365106305,0.0,150,0.8957201242446899,0,0
144,THUMBS_UP,-575.1435424987565,0.0,150,0.0,0,0
145,THUMBS_UP,-538.8031363277584,0.0,150,0.005727335345000029,0,0
146,THUMBS_DOWN,-401.9317352622001,0.0,150,0.03583534434437752,0,0
147,OPEN_STOP,-568.3788008930394,0.0,150,0.9785493612289429,0,0
148,THUMBS_UP,-550.2086088794845,0.0,150,0.0,0,0
149,THUMBS_DOWN,-380.5701370484752,0.0,150,0.008726537227630615,0,0
150,THUMBS_UP,-527.78781993235,0.0,150,0.0,0,0
151,THUMBS_DOWN,-388.3657060903962,0.0,150,0.0,0,0
152,OPEN_STOP,-562.1019316074531,0.0,150,0.7724128365516663,0,0
153,THUMBS_DOWN,-404.07416102002384,0.0,150,0.03631853684782982,0,0
154,OPEN_STOP,-457.40041363667683,0.0,150,0.5125036239624023,0,0
155,THUMBS_UP,-545.4378345401775,0.0,150,0.0217514056712389,0,0
156,THUMBS_DOWN,-342.88913638897236,0.0,150,0.40143635869026184,0,0
157,THUMBS_UP,-539.2105536103581,0.0,150,0.0,0,0
158,THUMBS_DOWN,-412.553947517595,0.0,150,0.0,0,0
159,OPEN_STOP,-515.6547503960738,0.0,150,0.974620521068573,0,0
160,THUMBS_DOWN,-382.25403455138235,0.0,150,0.08254340291023254,0,0
161,THUMBS_UP,-527.121010059507,0.0,150,0.0,0,0
162,THUMBS_UP,-553.8346157891256,0.0,150,0.0,0,0
163,THUMBS_DOWN,-406.1285127755067,0.0,150,0.2108832448720932,0,0
164,THUMBS_UP,-509.58234980445,0.0,150,0.0,0,0
165,THUMBS_UP,-507.0280596369229,0.0,150,0.0,0,0
166,THUMBS_DOWN,-426.0301466188546,0.0,150,0.06774568557739258,0,0
167,THUMBS_UP,-543.5189426987429,0.0,150,0.0,0,0
168,THUMBS_DOWN,-421.7907251292373,0.0,150,0.07552438229322433,0,0
169,THUMBS_DOWN,-364.8727925694734,0.0,150,0.0,0,0
170,OPEN_STOP,-570.4653833257962,0.0,150,0.9857791662216187,0,0
171,OPEN_STOP,-586.284457759876,0.0,150,0.9597564339637756,0,0
172,THUMBS_UP,-510.11468485695735,0.0,150,0.0,0,0
173,THUMBS_DOWN,-417.00428564118204,0.0,150,0.03173255920410156,0,0
174,THUMBS_UP,-498.02422361171693,0.0,150,0.0,0,0
175,THUMBS_DOWN,-409.06982852394714,0.0,150,0.00739818811416626,0,0
176,OPEN_STOP,-587.8686692739277,0.0,150,0.860640287399292,0,0
177,THUMBS_DOWN,-371.37965220291153,0.0,150,0.05310344696044922,0,0
178,OPEN_STOP,-630.8712231437305,0.0,150,0.9834166765213013,0,0
179,THUMBS_UP,-538.0757024661337,0.0,150,0.0,0,0
180,OPEN_STOP,-579.3892645212449,0.0,150,1.0,0,0
181,THUMBS_UP,-500.2828339667733,0.0,150,0.0,0,0
182,THUMBS_UP,-501.20460536554236,0.0,150,0.0,0,0
183,THUMBS_DOWN,-378.39247269663963,0.0,150,0.0441405288875103,0,0
184,OPEN_STOP,-626.3011997148114,0.0,150,0.9866920709609985,0,0
185,THUMBS_UP,-498.7236931557256,0.0,150,0.0,0,0
186,THUMBS_UP,-482.097456103381,0.0,150,0.0,0,0
187,THUMBS_UP,-536.4124127654911,0.0,150,0.0,0,0
188,THUMBS_UP,-490.39397128530555,0.0,150,0.0,0,0
189,THUMBS_DOWN,-363.031827841066,0.0,150,0.01890471763908863,0,0
190,OPEN_STOP,-615.7552729166108,0.0,150,0.9223702549934387,0,0
191,THUMBS_DOWN,-454.98378010703243,0.0,150,0.0,0,0
192,THUMBS_UP,-512.4245954546545,0.0,150,0.0,0,0
193,THUMBS_UP,-515.1485024620382,0.0,150,0.0,0,0
194,THUMBS_DOWN,-427.67486053378326,0.0,150,0.0031894780695438385,0,0
195,THUMBS_DOWN,-382.35842578366373,0.0,150,0.015682533383369446,0,0
196,THUMBS_DOWN,-410.0349267056026,0.0,150,0.0,0,0
197,OPEN_STOP,-656.0091453738244,0.0,150,0.9481169581413269,0,0
198,OPEN_STOP,-675.4678105382858,0.0,150,1.0007764101028442,0,0
199,THUMBS_UP,-502.5094711460949,0.0,150,0.0,0,0
200,THUMBS_DOWN,-460.48324027575575,0.0,150,0.07195789366960526,0,0
201,OPEN_STOP,-590.22127237441,0.0,150,0.9736536741256714,0,0
202,OPEN_STOP,-595.7596496383103,0.0,150,1.0,0,0
203,OPEN_STOP,-641.9880234784746,0.0,150,1.0,0,0
204,THUMBS_DOWN,-389.35618987207295,0.0,150,0.0,0,0
205,THUMBS_UP,-496.6318385735827,0.0,150,0.0,0,0
206,THUMBS_DOWN,-451.5390676706655,0.0,150,0.025153517723083496,0,0
207,THUMBS_UP,-479.3978876681401,0.0,150,0.0,0,0
208,OPEN_STOP,-635.6198281447544,0.0,150,0.9861319661140442,0,0
209,THUMBS_DOWN,-438.9351492983333,0.0,150,0.10261445492506027,0,0
210,OPEN_STOP,-601.2060299794938,0.0,150,1.0,0,0
211,THUMBS_DOWN,-381.30074443921455,0.0,150,0.06091101095080376,0,0
212,THUMBS_DOWN,-450.15823028439655,0.0,150,0.4612177908420563,0,0
213,THUMBS_UP,-492.8236916802466,0.0,150,0.0,0,0
214,THUMBS_DOWN,-393.34221538660125,0.0,150,0.0,0,0
215,OPEN_STOP,-620.3371506898291,0.0,150,1.0,0,0
216,OPEN_STOP,-616.5317335098424,0.0,150,1.0,0,0
217,THUMBS_DOWN,-397.4374190103449,0.0,150,0.00514751672744751,0,0
218,OPEN_STOP,-616.8686491931788,0.0,150,1.0,0,0
219,THUMBS_UP,-486.3560815562892,0.0,150,0.0,0,0
220,THUMBS_DOWN,-389.11502165817893,0.0,150,0.0,0,0
221,THUMBS_DOWN,-422.7104223806783,0.0,150,0.03565925732254982,0,0
222,THUMBS_DOWN,-364.6174640988372,0.0,150,0.28214865922927856,0,0
223,OPEN_STOP,-594.3904941239489,0.0,150,0.9830464720726013,0,0
224,THUMBS_UP,-490.33065013502244,0.0,150,0.0,0,0
225,THUMBS_DOWN,-441.72164842408176,0.0,150,0.09864336252212524,0,0
226,OPEN_STOP,-641.0451021990921,0.0,150,1.0,0,0
227,OPEN_STOP,-624.2846048273448,0.0,150,1.0020179748535156,0,0
228,OPEN_STOP,-582.334783866033,0.0,150,0.9115957617759705,0,0
229,OPEN_STOP,-622.0103722053418,0.0,150,1.0,0,0
230,OPEN_STOP,-670.9832781885581,0.0,150,1.0,0,0
231,THUMBS_UP,-504.1854624824789,0.0,150,0.0,0,0
232,THUMBS_UP,-491.85662864954253,0.0,150,0.0,0,0
233,OPEN_STOP,-632.4944641391253,0.0,150,1.0,0,0
234,OPEN_STOP,-609.0544613397493,0.0,150,1.0,0,0
235,OPEN_STOP,-560.6078345153841,0.0,150,1.0,0,0
236,THUMBS_DOWN,-364.985146918539,0.0,150,0.5844132304191589,0,0
237,THUMBS_DOWN,-382.7096029717707,0.0,150,0.06243845447897911,0,0
238,THUMBS_DOWN,-368.8476613816247,0.0,150,0.027495523914694786,0,0
239,OPEN_STOP,-626.7945365660605,0.0,150,1.0,0,0
240,OPEN_STOP,-661.277238683108,0.0,150,1.0,0,0
241,OPEN_STOP,-619.9772633274612,0.0,150,1.0,0,0
242,THUMBS_DOWN,-381.6969457687694,0.0,150,0.04674288257956505,0,0
243,THUMBS_UP,-489.0573263851477,0.0,150,0.0,0,0
244,THUMBS_DOWN,-413.76584822965765,0.0,150,0.016162490472197533,0,0
245,THUMBS_DOWN,-394.7249526132082,0.0,150,0.242804616689682,0,0
246,OPEN_STOP,-639.6787388239852,0.0,150,1.0,0,0
247,THUMBS_UP,-497.51009987960026,0.0,150,0.0,0,0
248,THUMBS_DOWN,-345.7881674897483,0.0,150,0.02296227216720581,0,0
249,THUMBS_DOWN,-404.6331998846305,0.0,150,1.0041613578796387,0,0
250,THUMBS_DOWN,-370.13702218417086,0.0,150,0.0,0,0
251,THUMBS_DOWN,-375.745031925356,0.0,150,0.0,0,0
252,THUMBS_DOWN,-383.39677616108196,0.0,150,0.22265104949474335,0,0
253,OPEN_STOP,-682.9474915456744,0.0,150,0.999733030796051,0,0
254,OPEN_STOP,-632.1196442914292,0.0,150,1.0,0,0
255,THUMBS_UP,-521.3150501230117,0.0,150,0.0,0,0
256,THUMBS_DOWN,-621.8274922484158,0.0,150,1.5383814573287964,0,0
257,THUMBS_DOWN,-409.24723165694627,0.0,150,0.06660859286785126,0,0
258,THUMBS_DOWN,-409.7258643521136,0.0,150,0.13715581595897675,0,0
259,THUMBS_UP,-497.1571701166494,0.0,150,0.0,0,0
260,THUMBS_DOWN,-405.59784234711907,0.0,150,0.1656644642353058,0,0
261,OPEN_STOP,-616.3840666819551,0.0,150,1.0000816583633423,0,0
262,THUMBS_UP,-491.5377685529984,0.0,150,0.0,0,0
263,THUMBS_UP,-500.3232480862208,0.0,150,0.0,0,0
264,THUMBS_UP,-481.63525343437743,0.0,150,0.0,0,0
265,THUMBS_DOWN,-367.5639442018135,0.0,150,0.6746512055397034,0,0
266,THUMBS_UP,-479.296495470219,0.0,150,0.0,0,0
267,THUMBS_DOWN,-403.13357278939344,0.0,150,0.5765653252601624,0,0
268,OPEN_STOP,-617.9573054926469,0.0,150,1.0,0,0
269,THUMBS_DOWN,-386.89625039584706,0.0,150,0.5787476301193237,0,0
270,THUMBS_DOWN,-367.1131004084042,0.0,150,0.0,0,0
271,THUMBS_DOWN,-357.3405781644583,0.0,150,0.03821142017841339,0,0
272,THUMBS_UP,-502.6199531543456,0.0,150,0.0,0,0
273,THUMBS_UP,-481.3939349723706,0.0,150,0.0,0,0
274,OPEN_STOP,-497.7417927310917,0.0,150,0.7848057746887207,0,0
275,THUMBS_UP,-477.42260730787456,0.0,150,0.0,0,0
276,THUMBS_DOWN,-379.0633788994048,0.0,150,0.11404997855424881,0,0
277,OPEN_STOP,-515.2262496194523,0.0,150,0.8765909671783447,0,0
278,THUMBS_UP,-518.520425377782,0.0,150,0.0,0,0
279,THUMBS_DOWN,-368.26421584807326,0.0,150,0.5731416344642639,0,0
280,OPEN_STOP,-425.1926591383665,0.0,150,0.4605226516723633,0,0
281,THUMBS_UP,-510.22173670039206,0.0,150,0.0,0,0
282,OPEN_STOP,-453.0869332505577,0.0,150,0.3779878616333008,0,0
283,OPEN_STOP,-431.63912162842223,0.0,150,0.44992852210998535,0,0
284,THUMBS_DOWN,-355.81535279732196,0.0,150,0.04414369910955429,0,0
285,THUMBS_DOWN,-357.47604933666076,0.0,150,0.045999884605407715,0,0
286,OPEN_STOP,-525.6931823716311,0.0,150,0.9508237838745117,0,0
287,THUMBS_DOWN,-316.0342602852546,0.0,150,0.0,0,0
288,THUMBS_DOWN,-370.5228938723541,0.0,150,0.9463867545127869,0,0
289,THUMBS_UP,-502.8471505503251,0.0,150,0.0,0,0
290,OPEN_STOP,-495.75144266520635,0.0,150,0.9447482228279114,0,0
291,OPEN_STOP,-457.6047319553046,0.0,150,0.5634955167770386,0,0
292,OPEN_STOP,-418.26569475421684,0.0,150,0.21212530136108398,0,0
293,THUMBS_UP,-506.80542041660544,0.0,150,0.0,0,0
294,OPEN_STOP,-452.7154548504296,0.0,150,0.41608715057373047,0,0
295,THUMBS_UP,-515.3372675520334,0.0,150,0.0,0,0
296,THUMBS_UP,-481.59994565335575,0.0,150,0.0,0,0
297,THUMBS_UP,-522.4749664627102,0.0,150,0.0,0,0
298,THUMBS_UP,-514.7871109067927,0.0,150,0.0,0,0
299,OPEN_STOP,-438.4278225157783,0.0,150,0.5653783082962036,0,0
300,THUMBS_DOWN,-369.8200171108173,0.0,150,0.9064139723777771,0,0
301,THUMBS_UP,-518.7026156396963,0.0,150,0.0,0,0
302,OPEN_STOP,-453.2846162109077,0.0,150,0.6641764640808105,0,0
303,THUMBS_UP,-514.751391746864,0.0,150,0.0,0,0
304,OPEN_STOP,-521.8157611535116,0.0,150,0.8091228008270264,0,0
305,THUMBS_UP,-510.71968220937407,0.0,150,0.0,0,0
306,THUMBS_UP,-509.60678021129314,0.0,150,0.0,0,0
307,THUMBS_UP,-536.2055100085073,0.0,150,0.0,0,0
308,OPEN_STOP,-538.5617860926546,0.0,150,1.0,0,0
309,THUMBS_DOWN,-361.886703549251,0.0,150,0.010463237762451172,0,0
310,THUMBS_UP,-539.8796337173396,0.0,150,0.0,0,0
311,THUMBS_DOWN,-319.06398933041845,0.0,150,0.1974932700395584,0,0
312,THUMBS_UP,-529.0874993641481,0.0,150,0.0,0,0
313,THUMBS_DOWN,-370.6971992028505,0.0,150,0.5013675093650818,0,0
314,THUMBS_UP,-499.4099249034618,0.0,150,0.0,0,0
315,OPEN_STOP,-453.9407520372233,0.0,150,0.6852450370788574,0,0
316,OPEN_STOP,-481.00408963182457,0.0,150,0.9057169556617737,0,0
317,OPEN_STOP,-482.2412541554124,0.0,150,0.8050065040588379,0,0
318,THUMBS_UP,-485.4735092953602,0.0,150,0.0,0,0
319,OPEN_STOP,-504.2014465985263,0.0,150,0.7269459962844849,0,0
320,OPEN_STOP,-460.5702950591732,0.0,150,0.463775098323822,0,0
321,THUMBS_UP,-503.91138212402046,0.0,150,0.0,0,0
322,THUMBS_UP,-501.21382444872035,0.0,150,0.0,0,0
323,THUMBS_DOWN,-332.58407578391035,0.0,150,0.23061466217041016,0,0
324,THUMBS_DOWN,-288.63024454417643,0.0,150,0.01858319342136383,0,0
325,OPEN_STOP,-454.20079674273705,0.0,150,0.37093931436538696,0,0
326,THUMBS_UP,-509.4165135921468,0.0,150,0.0,0,0
327,OPEN_STOP,-483.64348916146895,0.0,150,0.49095574021339417,0,0
328,THUMBS_DOWN,-341.26351445180825,0.0,150,0.0,0,0
329,THUMBS_DOWN,-329.27181829847393,0.0,150,0.0,0,0
330,THUMBS_DOWN,-352.4163755257428,0.0,150,0.07020547240972519,0,0
331,THUMBS_DOWN,-299.63059764667895,0.0,150,0.16179469227790833,0,0
332,THUMBS_DOWN,-324.9359237360885,0.0,150,0.0660446509718895,0,0
333,THUMBS_DOWN,-342.24100967150184,0.0,150,0.009460270404815674,0,0
334,THUMBS_UP,-485.7712731097621,0.0,150,0.0,0,0
335,THUMBS_DOWN,-313.5020595597475,0.0,150,0.18651144206523895,0,0
336,OPEN_STOP,-411.78013056034206,0.0,150,0.6018131971359253,0,0
337,THUMBS_UP,-468.77023195912165,0.0,150,0.0,0,0
338,THUMBS_DOWN,-319.7901933048666,0.0,150,0.1451191008090973,0,0
339,OPEN_STOP,-450.3240243729948,0.0,150,0.6310673952102661,0,0
340,OPEN_STOP,-464.26132472602666,0.0,150,0.6277386546134949,0,0
341,THUMBS_UP,-502.44995462908156,0.0,150,0.0,0,0
342,OPEN_STOP,-441.8349498063699,0.0,150,0.2539108991622925,0,0
343,THUMBS_DOWN,-293.4678375450616,0.0,150,0.14703376591205597,0,0
344,THUMBS_DOWN,-302.9164438900445,0.0,150,0.036587927490472794,0,0
345,THUMBS_UP,-451.81730983184906,0.0,150,0.0,0,0
346,THUMBS_DOWN,-263.4347043471736,0.0,150,0.158037468791008,0,0
347,THUMBS_UP,-484.037109912354,0.0,150,0.0,0,0
348,OPEN_STOP,-454.40576915909077,0.0,150,0.592618465423584,0,0
349,OPEN_STOP,-427.0323582416117,0.0,150,0.3626437485218048,0,0
350,OPEN_STOP,-427.05529715170167,0.0,150,0.35092926025390625,0,0
351,THUMBS_DOWN,-323.21653391893955,0.0,150,0.033593494445085526,0,0
352,THUMBS_DOWN,-310.23390830942407,0.0,150,0.04631136730313301,0,0
353,OPEN_STOP,-459.5248537909985,0.0,150,0.5718072652816772,0,0
354,THUMBS_DOWN,-338.938452311922,0.0,150,0.0,0,0
355,THUMBS_UP,-444.61203343742335,0.0,150,0.0,0,0
356,THUMBS_DOWN,-279.6055686319339,0.0,150,0.10361570864915848,0,0
357,THUMBS_UP,-452.3250020281352,0.0,150,0.0,0,0
358,OPEN_STOP,-425.261967440024,0.0,150,0.15392886102199554,0,0
359,THUMBS_DOWN,-291.99365206636503,0.0,150,0.042325880378484726,0,0
360,OPEN_STOP,-423.9386164637843,0.0,150,0.27678924798965454,0,0
361,OPEN_STOP,-435.4255350286327,0.0,150,0.37092459201812744,0,0
362,OPEN_STOP,-449.67818525400025,0.0,150,0.5298236608505249,0,0
363,OPEN_STOP,-468.4561257464441,0.0,150,0.46553730964660645,0,0
364,OPEN_STOP,-411.203355845902,0.0,150,0.13725268840789795,0,0
365,THUMBS_DOWN,-345.2262271980569,0.0,150,0.041778743267059326,0,0
